Player,PLAYER_ID,Averages 25+ PPG?,Averages 20+ PPG?,Averages 15+ PPG?,Averages 10+ PPG?,Averages 10+ RPG?,Averages 5+ RPG?,Averages 7+ APG?,Averages 4+ APG?,Averages 1.5+ SPG?,Averages 1+ SPG?,Averages 1.5+ BPG?,Averages 1+ BPG?,Averages 3+ 3PM?,Averages 1+ 3PM?,Averages 30+ min per game?,Averages 20+ min per game?,Shoots 50%+ from the field?,Shoots 35%+ from three?,Shoots 80%+ from the line?,Averages 3+ offensive rebounds?,Averages 3+ turnovers?,Played 50+ games this season?,Played 70+ games this season?,Plays in the Eastern Conference?,Plays in the Western Conference?,Plays in the Atlantic Division?,Plays in the Central Division?,Plays in the Southeast Division?,Plays in the Northwest Division?,Plays in the Pacific Division?,Plays in the Southwest Division?,Is his jersey number less than 10?,Is his jersey number between 10 and 19?,Is his jersey number between 20 and 29?,Is his jersey number 30 or higher?,Is his jersey number an odd number?,Is he from the United States?,Is he from Europe?,Is he from Africa?,Is he from Canada?,Is he from Australia?,Is he from South America?,Did he play college basketball?,MPG,Is he 25 or younger?,Is he 30 or older?,Is he 6-8 or taller?,Is he 7 feet or taller?,Was he a first-round pick?,Was he a lottery pick (top 14)?,Was he undrafted?,Averages 5+ APG?,Averages 8+ RPG?,Shoots 40%+ from three?,Does his last name start with A-M?,Does his first name start with A-M?,Does his last name have more than 6 letters?,Does his first name end in a vowel?,Has he been an All-Star?,Has he been an All-Star 3+ times?,Has he won an NBA Championship?,Has he been All-NBA?,Has he won the MVP award?,Has he won Defensive Player of the Year?,Has he made an All-Defensive Team?
Nigel Hayes-Davis,1628502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.23,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nikola Jokić,203999,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,34.84,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
Nikola Jović,1631107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,17.19,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Nikola Topić,1642260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,16.01,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Nikola Vučević,202696,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28.41,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Nique Clifford,1642363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,25.09,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Noa Essengue,1642855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3.02,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Noah Clowney,1641730,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,26.97,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Noah Penda,1642869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,12.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan Traore,1642849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,22.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norchad Omier,1641807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norman Powell,1626181,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,29.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OG Anunoby,1628384,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33.19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Obi Toppin,1630167,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17.66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ochai Agbaji,1630534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,15.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Olivier Sarr,1630846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,9.84,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Olivier-Maxence Prosper,1641765,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,18.56,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Omer Yurtseven,1630209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Onyeka Okongwu,1630168,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,31.04,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Orlando Robinson,1631115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Oscar Tshiebwe,1631131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16.61,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oso Ighodaro,1642345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,22.05,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Ousmane Dieng,1631172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,19.29,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
P.J. Washington,1629023,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,30.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PJ Hall,1641790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11.23,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pacôme Dadiet,1642359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4.68,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Paolo Banchero,1631094,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,34.75,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
Pascal Siakam,1627783,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,33.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Pat Connaughton,1626192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,7.06,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Pat Spencer,1630311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,18.62,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Patrick Baldwin Jr.,1631116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,11.39,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Patrick Williams,1630172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,20.47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paul George,202331,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,30.68,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Paul Reed,1630194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,13.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payton Pritchard,1630202,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,32.35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Payton Sandfort,1642362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,15.83,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Pelle Larsson,1641796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,26.42,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Pete Nance,1631250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,15.68,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Peyton Watson,1631212,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29.59,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Precious Achiuwa,1630173,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,23.91,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Quentin Grimes,1629656,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,29.41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quenton Jackson,1631245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,18.31,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Quinten Post,1642366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,17.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJ Barrett,1629628,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,30.28,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Rasheer Fleming,1642853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,12.24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
RayJ Dennis,1642484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12.13,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rayan Rupert,1641712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,16.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reed Sheppard,1642263,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,26.18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Riley Minix,1642434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6.45,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rob Dillingham,1642265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,14.92,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Robert Williams III,1629057,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,17.09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Rocco Zikarsky,1642911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7.3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Ron Harper Jr.,1631199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,10.95,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ronald Holland II,1641842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,19.88,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Royce O'Neale,1626220,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,28.37,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Rudy Gobert,203497,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,31.32,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Rui Hachimura,1629060,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,28.33,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Russell Westbrook,201566,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,28.95,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Ryan Dunn,1642346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,19.36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ryan Kalkbrenner,1641750,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,21.44,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ryan Nembhard,1642948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,19.51,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ryan Rollins,1631157,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,32.1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Saddiq Bey,1630180,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,31.19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sam Hauser,1630573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sam Merrill,1630241,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,26.48,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Sandro Mamukelashvili,1630572,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21.88,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Santi Aldama,1630583,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,27.86,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Scoot Henderson,1630703,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24.93,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Scottie Barnes,1630567,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33.51,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Scotty Pippen Jr.,1630590,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,21.19,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sean Pedulla,1642951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.43,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Seth Curry,203552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,13.3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Shaedon Sharpe,1631101,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,29.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shai Gilgeous-Alexander,1628983,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,33.22,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
Sharife Cooper,1630536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,17.07,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Sidy Cissoko,1631321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,19.13,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Simone Fontecchio,1631323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16.75,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Sion James,1642883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,22.48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Skal Labissiere,1627746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.52,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Spencer Jones,1642461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,22.14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stanley Umude,1630649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Curry,201939,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,30.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Stephon Castle,1642264,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,29.97,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Steven Adams,203500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,22.82,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Svi Mykhailiuk,1629004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,23.11,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
T.J. McConnell,204456,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17.19,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Taelon Peter,1643007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taj Gibson,201959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,9.69,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Tari Eason,1631106,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,25.82,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Taurean Prince,1627752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,23.51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taylor Hendricks,1641707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,18.96,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
